GENE	sample0_1	sample	sample10	sample50	sample500
KERA	0.0	0.0	0.0	0.0	0.0
KHDC1L	0.0	0.0	0.0	0.0	0.0
KHDC1	0.0	0.0	0.0	0.0	0.0
KHDRBS1	13.928299999999998	139.283	1392.83	6964.15	69641.5
KHDRBS2	0.0	0.0	0.0	0.0	0.0
KHDRBS3	0.0	0.0	0.0	0.0	0.0
KHK	0.0	0.0	0.0	0.0	0.0
KHNYN	2.7266558533016303	27.2665585330163	272.665585330163	1363.327926650815	13633.27926650815
KHSRP	7.84254	78.4254	784.2539999999999	3921.27	39212.7
PUM3	4.271869000000001	42.71869	427.18690000000004	2135.9345000000003	21359.345
KIAA0040	3.5476229843600002	35.4762298436	354.76229843600004	1773.8114921800002	17738.114921800003
KIAA0087	0.0	0.0	0.0	0.0	0.0
EMC1	1.64845026251	16.4845026251	164.84502625099998	824.225131255	8242.251312549999
KIAA0100	7.94776	79.4776	794.776	3973.8799999999997	39738.799999999996
KIAA0101	0.0	0.0	0.0	0.0	0.0
DANCR	6.520390000000001	65.2039	652.039	3260.195	32601.95
KIAA0125	6.076801	60.76801	607.6800999999999	3038.4004999999997	30384.004999999997
KIAA0141	6.199730000000001	61.9973	619.9730000000001	3099.8650000000002	30998.65
SPIDR	4.49823	44.9823	449.82300000000004	2249.1150000000002	22491.15
IST1	3.010527	30.10527	301.0527	1505.2635	15052.635
GSE1	6.1040000394404	61.040000394404004	610.40000394404	3052.0000197202003	30520.000197202004
TMEM94	5.090376366	50.90376366	509.03763660000004	2545.188183	25451.881830000002
KIAA0196	2.1397500000000003	21.3975	213.97500000000002	1069.875	10698.75
RUBCN	3.31218	33.1218	331.218	1656.09	16560.9
KIAA0232	1.7404214369999997	17.40421437	174.0421437	870.2107184999999	8702.107184999999
GLTSCR1L	2.826080851	28.26080851	282.6080851	1413.0404255	14130.404255
SUSD6	6.675279999999999	66.7528	667.5279999999999	3337.64	33376.399999999994
CEP170B	0.0	0.0	0.0	0.0	0.0
AREL1	4.42126	44.2126	442.12600000000003	2210.63	22106.3
KIAA0319L	7.99862	79.9862	799.862	3999.31	39993.1
KIAA0319	0.0	0.0	0.0	0.0	0.0
KIAA0355	1.830361	18.30361	183.03609999999998	915.1804999999999	9151.805
KIAA0368	2.4422699999999997	24.4227	244.22699999999998	1221.135	12211.35
KIAA0391	1.4415	14.415	144.14999999999998	720.75	7207.5
TTI1	3.0497	30.497	304.97	1524.85	15248.5
KIAA0408	0.0	0.0	0.0	0.0	0.0
AP5Z1	4.03273	40.3273	403.273	2016.365	20163.65
CTIF	0.8173450000000001	8.17345	81.73450000000001	408.6725	4086.7250000000004
KIAA0430	5.09113	50.9113	509.11299999999994	2545.565	25455.649999999998
SZT2	1.75698	17.5698	175.698	878.49	8784.9
EFCAB14	7.33908	73.3908	733.908	3669.54	36695.4
TP73-AS1	1.0684799999999999	10.6848	106.84799999999998	534.24	5342.4
KIAA0513	3.682524	36.82524	368.2524	1841.262	18412.62
C2CD5	2.15931	21.5931	215.93099999999998	1079.655	10796.55
KIAA0556	0.34153300000000003	3.4153300000000004	34.1533	170.7665	1707.6650000000002
CEP104	1.1552	11.552	115.52	577.6	5776.0
VWA8	1.3436320000000002	13.436320000000002	134.3632	671.8160000000001	6718.160000000001
KIAA0586	0.0	0.0	0.0	0.0	0.0
PPP1R26	0.46212099999999995	4.62121	46.21209999999999	231.0605	2310.605
ATG13	3.5771299999999995	35.7713	357.71299999999997	1788.5649999999998	17885.649999999998
CLUHP3	0.0	0.0	0.0	0.0	0.0
CLUH	2.549571	25.49571	254.9571	1274.7855	12747.855
TESPA1	6.72537	67.2537	672.5369999999999	3362.685	33626.85
KIAA0753	1.06844	10.6844	106.844	534.22	5342.2
MACF1	16.60059	166.0059	1660.059	8300.295	83002.95
UFL1	1.6351120000000001	16.35112	163.51120000000003	817.556	8175.56
MTCL1	0.0	0.0	0.0	0.0	0.0
ATG14	3.00487	30.0487	300.487	1502.435	15024.35
MAU2	5.2107399999999995	52.1074	521.074	2605.37	26053.7
KIAA0895L	0.0	0.0	0.0	0.0	0.0
KIAA0895	0.0	0.0	0.0	0.0	0.0
KIAA0907	4.998836	49.98836	499.8836	2499.418	24994.18
ZSWIM8	12.0257	120.257	1202.5700000000002	6012.85	60128.5
KIAA0922	6.75086	67.5086	675.086	3375.4300000000003	33754.3
ICE1	0.5692429999999999	5.69243	56.9243	284.62149999999997	2846.215
CEP162	0.0	0.0	0.0	0.0	0.0
TRAPPC8	2.87593	28.7593	287.593	1437.965	14379.65
KIAA1024	0.0	0.0	0.0	0.0	0.0
KIAA1033	2.94225	29.4225	294.225	1471.125	14711.25
PHF24	0.0	0.0	0.0	0.0	0.0
KIAA1107	0.0	0.0	0.0	0.0	0.0
KIAA1109	5.9950969999999995	59.95097	599.5097	2997.5485	29975.485
KIAA1143	2.34625	23.4625	234.625	1173.125	11731.25
KIAA1147	3.71312	37.1312	371.312	1856.56	18565.6
KIAA1161	0.0	0.0	0.0	0.0	0.0
KIAA1191	3.17166	31.7166	317.166	1585.83	15858.3
CEMIP	0.0	0.0	0.0	0.0	0.0
KIAA1210	0.0	0.0	0.0	0.0	0.0
KIAA1211	0.0	0.0	0.0	0.0	0.0
KIAA1217	0.0	0.0	0.0	0.0	0.0
NWD2	0.0	0.0	0.0	0.0	0.0
ARFGEF3	0.0	0.0	0.0	0.0	0.0
KIAA1257	0.0	0.0	0.0	0.0	0.0
KANSL1	0.466506995544	4.66506995544	46.6506995544	233.253497772	2332.53497772
PALD1	0.500157	5.00157	50.0157	250.0785	2500.785
KIF1BP	1.8599599999999998	18.5996	185.99599999999998	929.9799999999999	9299.8
KANSL3	2.31116857399	23.111685739899997	231.11685739899997	1155.5842869949997	11555.842869949998
KIAA1324L	0.0	0.0	0.0	0.0	0.0
KIAA1324	0.0	0.0	0.0	0.0	0.0
KIAA1328	0.0	0.0	0.0	0.0	0.0
FAM214A	2.28783	22.8783	228.783	1143.915	11439.15
CEP126	0.0	0.0	0.0	0.0	0.0
MAP10	0.8332010000000001	8.33201	83.3201	416.6005	4166.005
CCDC191	0.0	0.0	0.0	0.0	0.0
UNC79	0.0	0.0	0.0	0.0	0.0
KIAA1429	1.54952	15.4952	154.952	774.76	7747.6
CFAP97	1.87076	18.7076	187.076	935.38	9353.8
RIC1	3.01905859978	30.190585997800003	301.905859978	1509.5292998900002	15095.292998900002
KIAA1462	0.0	0.0	0.0	0.0	0.0
FAM234B	0.0	0.0	0.0	0.0	0.0
KIAA1468	2.48505	24.8505	248.505	1242.525	12425.25
NYAP2	0.0	0.0	0.0	0.0	0.0
KIAA1522	0.43520704656449993	4.352070465644999	43.52070465644999	217.60352328224997	2176.0352328225
KIAA1524	0.5372060000000001	5.37206	53.720600000000005	268.603	2686.03
UVSSA	1.9581199999999999	19.5812	195.81199999999998	979.06	9790.6
FAM214B	3.0713678	30.713678	307.13678000000004	1535.6839	15356.839
CAMSAP3	0.0	0.0	0.0	0.0	0.0
KIAA1549	0.0	0.0	0.0	0.0	0.0
KIAA1586	0.0	0.0	0.0	0.0	0.0
SHTN1	4.422	44.22	442.2	2211.0	22110.0
TLDC1	0.0	0.0	0.0	0.0	0.0
KIAA1614	0.0	0.0	0.0	0.0	0.0
EPG5	1.1798600000000001	11.7986	117.986	589.9300000000001	5899.3
KIAA1644	0.0	0.0	0.0	0.0	0.0
KIAA1671	0.368995	3.68995	36.8995	184.4975	1844.9750000000001
KIAA1683	0.0	0.0	0.0	0.0	0.0
GPALPP1	3.00235	30.0235	300.235	1501.175	15011.75
CEP44	0.0	0.0	0.0	0.0	0.0
KIAA1715	0.82082405	8.2082405	82.08240500000001	410.412025	4104.12025
CEP295	0.0	0.0	0.0	0.0	0.0
CIPC	0.526923	5.26923	52.6923	263.4615	2634.6150000000002
CFAP74	0.0	0.0	0.0	0.0	0.0
KIAA1755	0.0	0.0	0.0	0.0	0.0
FOCAD	0.0	0.0	0.0	0.0	0.0
MSANTD4	0.820002	8.20002	82.0002	410.00100000000003	4100.01
KIAA1841	0.8867339999999999	8.867339999999999	88.67339999999999	443.36699999999996	4433.669999999999
WDR97	0.9910140000000001	9.91014	99.1014	495.507	4955.07
PSMG3-AS1	0.0	0.0	0.0	0.0	0.0
KIAA1919	0.5866450000000001	5.86645	58.664500000000004	293.3225	2933.2250000000004
PPP1R18	14.980260000000001	149.8026	1498.026	7490.130000000001	74901.3
KIAA1958	0.0	0.0	0.0	0.0	0.0
CCAR2	6.8665	68.665	686.6500000000001	3433.2500000000005	34332.5
CCDC183	0.0	0.0	0.0	0.0	0.0
KIAA2013	7.435420000000001	74.3542	743.542	3717.7100000000005	37177.100000000006
USF3	0.34144699999999994	3.4144699999999997	34.1447	170.72349999999997	1707.235
KIAA2022	0.0	0.0	0.0	0.0	0.0
KIAA2026	0.0	0.0	0.0	0.0	0.0
KIDINS220	3.6020290000000004	36.02029	360.2029	1801.0145000000002	18010.145
KIF11	0.0	0.0	0.0	0.0	0.0
KIF12	0.0	0.0	0.0	0.0	0.0
KIF13A	0.777688191417	7.77688191417	77.76881914169999	388.8440957085	3888.440957085
KIF13B	2.0660320000000003	20.660320000000002	206.60320000000002	1033.016	10330.160000000002
KIF14	0.0	0.0	0.0	0.0	0.0
KIF15	0.0	0.0	0.0	0.0	0.0
KIF16B	0.0	0.0	0.0	0.0	0.0
KIF17	0.0	0.0	0.0	0.0	0.0
KIF18A	0.0	0.0	0.0	0.0	0.0
KIF18B	0.544881	5.44881	54.4881	272.4405	2724.4049999999997
KIF19	0.0	0.0	0.0	0.0	0.0
KIF1A	0.0	0.0	0.0	0.0	0.0
KIF1B	0.44031198800000004	4.40311988	44.0311988	220.15599400000002	2201.55994
KIF1C	1.64233	16.4233	164.233	821.1650000000001	8211.650000000001
KIF20A	0.0	0.0	0.0	0.0	0.0
KIF20B	0.0	0.0	0.0	0.0	0.0
KIF21A	0.0	0.0	0.0	0.0	0.0
KIF21B	5.54641	55.4641	554.6410000000001	2773.205	27732.05
KIF22	8.35248	83.5248	835.248	4176.24	41762.4
KIF23	1.43703	14.3703	143.703	718.515	7185.150000000001
KIF24	0.363776	3.6377599999999997	36.377599999999994	181.88799999999998	1818.8799999999999
KIF25	0.0	0.0	0.0	0.0	0.0
KIF26A	0.0	0.0	0.0	0.0	0.0
KIF26B	0.0	0.0	0.0	0.0	0.0
KIF27	0.5250910067568799	5.2509100675688	52.509100675687996	262.54550337844	2625.4550337844
KIF2A	2.5064699999999998	25.0647	250.647	1253.235	12532.349999999999
KIF2B	0.0	0.0	0.0	0.0	0.0
KIF2C	0.0	0.0	0.0	0.0	0.0
KIF3A	1.67068788857	16.7068788857	167.06878885700002	835.343944285	8353.43944285
KIF3B	1.753464	17.53464	175.3464	876.732	8767.32
KIF3C	0.41883499999999996	4.18835	41.8835	209.4175	2094.1749999999997
KIF4A	0.0	0.0	0.0	0.0	0.0
KIF4B	0.0	0.0	0.0	0.0	0.0
KIF5A	0.0	0.0	0.0	0.0	0.0
KIF5B	2.3115300000000003	23.1153	231.15300000000002	1155.765	11557.650000000001
KIF5C	0.0	0.0	0.0	0.0	0.0
KIF6	0.0	0.0	0.0	0.0	0.0
KIF7	0.0	0.0	0.0	0.0	0.0
KIF9	0.0	0.0	0.0	0.0	0.0
KIFAP3	0.0	0.0	0.0	0.0	0.0
KIFC1	0.0	0.0	0.0	0.0	0.0
KIFC2	6.34943	63.4943	634.943	3174.715	31747.15
KIFC3	0.6421680000000001	6.42168	64.2168	321.084	3210.84
KLLN	0.0	0.0	0.0	0.0	0.0
KIN	0.0	0.0	0.0	0.0	0.0
KIR2DL1	3.89619	38.9619	389.619	1948.095	19480.95
KIR2DL3	2.55892	25.5892	255.89200000000002	1279.46	12794.6
KIR2DL4	0.0	0.0	0.0	0.0	0.0
KIR2DS4	0.0	0.0	0.0	0.0	0.0
KIR3DL1	0.0	0.0	0.0	0.0	0.0
KIR3DL2	0.0	0.0	0.0	0.0	0.0
KIR3DL3	0.0	0.0	0.0	0.0	0.0
KIRREL2	0.0	0.0	0.0	0.0	0.0
KIRREL3	0.0	0.0	0.0	0.0	0.0
KIRREL	0.0	0.0	0.0	0.0	0.0
KISS1R	0.0	0.0	0.0	0.0	0.0
KISS1	0.0	0.0	0.0	0.0	0.0
KITLG	0.0	0.0	0.0	0.0	0.0
KIT	0.0	0.0	0.0	0.0	0.0
KLB	0.0	0.0	0.0	0.0	0.0
KLC1	13.264050000000001	132.6405	1326.405	6632.025000000001	66320.25
KLC2	3.2179700685262	32.179700685262	321.79700685262	1608.9850342631	16089.850342631
KLC3	0.0	0.0	0.0	0.0	0.0
KLC4	2.9984	29.984	299.84000000000003	1499.2	14992.0
KLF10	6.30523	63.0523	630.523	3152.6150000000002	31526.15
KLF11	1.7224649600000004	17.224649600000003	172.24649600000004	861.2324800000001	8612.324800000002
KLF12	3.828638839999999	38.28638839999999	382.8638839999999	1914.3194199999996	19143.194199999998
KLF13	18.616999999999997	186.17	1861.6999999999998	9308.5	93085.0
KLF14	0.0	0.0	0.0	0.0	0.0
KLF15	0.0	0.0	0.0	0.0	0.0
KLF16	2.095695	20.95695	209.5695	1047.8474999999999	10478.475
KLF17	0.0	0.0	0.0	0.0	0.0
KLF1	0.0	0.0	0.0	0.0	0.0
KLF2	29.463599999999996	294.63599999999997	2946.3599999999997	14731.8	147317.99999999997
KLF3	4.80264	48.0264	480.264	2401.32	24013.2
KLF4	3.17638	31.7638	317.638	1588.19	15881.9
KLF5	0.7895610000000001	7.8956100000000005	78.9561	394.7805	3947.8050000000003
KLF6	15.959371999999998	159.59372	1595.9371999999998	7979.686	79796.86
KLF7	5.924441482000001	59.24441482	592.4441482	2962.220741	29622.207410000003
KLF8	0.0	0.0	0.0	0.0	0.0
KLF9	0.874199	8.74199	87.4199	437.0995	4370.995
KLHDC10	1.0437400000000001	10.4374	104.374	521.87	5218.7
KLHDC1	0.9030231819999999	9.03023182	90.30231819999999	451.51159099999995	4515.1159099999995
KLHDC2	5.76975	57.6975	576.975	2884.875	28848.75
KLHDC3	4.1102	41.102	411.02	2055.1	20551.0
KLHDC4	7.24535	72.4535	724.5350000000001	3622.675	36226.75
KLHL42	1.04955152027	10.4955152027	104.955152027	524.775760135	5247.75760135
KLHDC7A	0.0	0.0	0.0	0.0	0.0
KLHDC7B	0.777625	7.77625	77.7625	388.8125	3888.125
KLHDC8A	0.0	0.0	0.0	0.0	0.0
KLHDC8B	0.0	0.0	0.0	0.0	0.0
KLHDC9	0.0	0.0	0.0	0.0	0.0
KLHL10	0.0	0.0	0.0	0.0	0.0
KLHL11	0.0	0.0	0.0	0.0	0.0
KLHL12	3.322546536	33.22546536	332.2546536	1661.2732680000001	16612.73268
KLHL13	0.0	0.0	0.0	0.0	0.0
KLHL14	0.0	0.0	0.0	0.0	0.0
KLHL15	0.360986	3.60986	36.0986	180.493	1804.9299999999998
KLHL17	4.76332	47.6332	476.332	2381.6600000000003	23816.600000000002
KLHL18	3.519574	35.19574	351.9574	1759.787	17597.87
KLHL1	0.0	0.0	0.0	0.0	0.0
KLHL20	1.6130900000000001	16.1309	161.309	806.5450000000001	8065.45
KLHL21	1.0750600000000001	10.7506	107.506	537.53	5375.3
KLHL22	1.96052	19.6052	196.052	980.26	9802.6
KLHL23	0.0	0.0	0.0	0.0	0.0
KLHL24	1.0878306232	10.878306232	108.78306232	543.9153116	5439.1531159999995
KLHL25	0.0	0.0	0.0	0.0	0.0
KLHL26	0.743139	7.4313899999999995	74.31389999999999	371.56949999999995	3715.6949999999997
KLHL28	3.22363706545	32.2363706545	322.363706545	1611.818532725	16118.18532725
KLHL29	0.354506	3.54506	35.4506	177.253	1772.53
KLHL2	1.92638	19.2638	192.638	963.1899999999999	9631.9
KLHL30	0.0	0.0	0.0	0.0	0.0
KLHL31	0.0	0.0	0.0	0.0	0.0
KLHL32	0.0	0.0	0.0	0.0	0.0
KLHL33	0.0	0.0	0.0	0.0	0.0
KLHL34	0.0	0.0	0.0	0.0	0.0
KLHL35	0.0	0.0	0.0	0.0	0.0
KLHL36	4.37471	43.7471	437.471	2187.355	21873.550000000003
KLHL38	0.0	0.0	0.0	0.0	0.0
KLHL3	1.9327170000000002	19.327170000000002	193.2717	966.3585000000002	9663.585000000001
KLHL4	0.0	0.0	0.0	0.0	0.0
KLHL5	2.11165	21.1165	211.165	1055.8249999999998	10558.25
KLHL6	3.59187	35.9187	359.187	1795.935	17959.350000000002
KLHL7	1.02524	10.2524	102.524	512.62	5126.2
KLHL8	0.499254	4.99254	49.925399999999996	249.627	2496.27
KLHL9	3.7910200000000005	37.9102	379.10200000000003	1895.5100000000002	18955.100000000002
KLK10	0.0	0.0	0.0	0.0	0.0
KLK11	1.59537	15.9537	159.537	797.685	7976.849999999999
KLK12	0.0	0.0	0.0	0.0	0.0
KLK13	0.0	0.0	0.0	0.0	0.0
KLK14	0.0	0.0	0.0	0.0	0.0
KLK15	0.0	0.0	0.0	0.0	0.0
KLK1	0.0	0.0	0.0	0.0	0.0
KLK2	0.0	0.0	0.0	0.0	0.0
KLK3	0.0	0.0	0.0	0.0	0.0
KLK4	0.0	0.0	0.0	0.0	0.0
KLK5	0.0	0.0	0.0	0.0	0.0
KLK6	0.0	0.0	0.0	0.0	0.0
KLK7	0.0	0.0	0.0	0.0	0.0
KLK8	0.0	0.0	0.0	0.0	0.0
KLK9	0.0	0.0	0.0	0.0	0.0
KLKB1	0.0	0.0	0.0	0.0	0.0
KLKP1	0.0	0.0	0.0	0.0	0.0
PPP1R21	3.5590800000000002	35.5908	355.908	1779.54	17795.4
KLRB1	18.6357	186.357	1863.57	9317.85	93178.5
KLRC1	1.8897072000000001	18.897072	188.97072000000003	944.8536	9448.536
KLRC2	0.0	0.0	0.0	0.0	0.0
KLRC3	6.34277	63.4277	634.277	3171.385	31713.850000000002
KLRC4	5.668229999999999	56.6823	566.823	2834.115	28341.149999999998
KLRD1	6.0602	60.602	606.02	3030.1	30301.0
KLRF1	18.2558	182.558	1825.58	9127.9	91279.0
KLRG1	0.0	0.0	0.0	0.0	0.0
KLRG2	0.0	0.0	0.0	0.0	0.0
KLRK1	23.208776	232.08776	2320.8776	11604.388	116043.88
KL	0.0	0.0	0.0	0.0	0.0
KMO	0.0	0.0	0.0	0.0	0.0
KNCN	0.0	0.0	0.0	0.0	0.0
KNDC1	0.0	0.0	0.0	0.0	0.0
KNG1	0.0	0.0	0.0	0.0	0.0
KNTC1	1.62201	16.2201	162.201	811.0049999999999	8110.049999999999
KPNA1	2.2960706756139997	22.96070675614	229.6070675614	1148.035337807	11480.35337807
KPNA2	2.41284	24.1284	241.284	1206.42	12064.199999999999
KPNA3	1.02204	10.2204	102.204	511.02	5110.2
KPNA4	1.2102	12.102	121.02000000000001	605.1	6051.0
KPNA5	0.0	0.0	0.0	0.0	0.0
KPNA6	2.25494	22.5494	225.49399999999997	1127.47	11274.699999999999
KPNA7	0.0	0.0	0.0	0.0	0.0
KPNB1	10.363	103.63	1036.3	5181.5	51815.0
KPRP	0.0	0.0	0.0	0.0	0.0
KPTN	1.4349500000000002	14.3495	143.495	717.475	7174.75
KRAS	0.429378	4.29378	42.937799999999996	214.689	2146.89
KRBA1	0.0	0.0	0.0	0.0	0.0
KRBA2	0.0	0.0	0.0	0.0	0.0
KRCC1	5.7212499999999995	57.2125	572.125	2860.625	28606.25
KREMEN1	0.8595130000000001	8.595130000000001	85.9513	429.7565000000001	4297.5650000000005
KREMEN2	0.0	0.0	0.0	0.0	0.0
KRI1	6.961911676600001	69.619116766	696.19116766	3480.9558383000003	34809.558383
KRIT1	2.76251	27.6251	276.251	1381.2549999999999	13812.55
KRR1	3.01984	30.1984	301.984	1509.92	15099.199999999999
KRT10	0.0	0.0	0.0	0.0	0.0
KRT12	0.0	0.0	0.0	0.0	0.0
KRT13	0.0	0.0	0.0	0.0	0.0
KRT14	0.0	0.0	0.0	0.0	0.0
KRT15	0.8960739999999999	8.96074	89.6074	448.037	4480.37
KRT16	0.0	0.0	0.0	0.0	0.0
KRT17	0.0	0.0	0.0	0.0	0.0
KRT18	0.0	0.0	0.0	0.0	0.0
KRT19	0.0	0.0	0.0	0.0	0.0
KRT1	0.0	0.0	0.0	0.0	0.0
KRT20	0.0	0.0	0.0	0.0	0.0
KRT222	0.0	0.0	0.0	0.0	0.0
KRT23	0.0	0.0	0.0	0.0	0.0
KRT24	0.0	0.0	0.0	0.0	0.0
KRT25	0.0	0.0	0.0	0.0	0.0
KRT26	0.0	0.0	0.0	0.0	0.0
KRT27	0.0	0.0	0.0	0.0	0.0
KRT28	0.0	0.0	0.0	0.0	0.0
KRT2	0.0	0.0	0.0	0.0	0.0
KRT31	0.0	0.0	0.0	0.0	0.0
KRT32	0.0	0.0	0.0	0.0	0.0
KRT33A	0.0	0.0	0.0	0.0	0.0
KRT33B	0.0	0.0	0.0	0.0	0.0
KRT34	0.0	0.0	0.0	0.0	0.0
KRT35	0.0	0.0	0.0	0.0	0.0
KRT36	0.0	0.0	0.0	0.0	0.0
KRT37	0.0	0.0	0.0	0.0	0.0
KRT38	0.0	0.0	0.0	0.0	0.0
KRT39	0.0	0.0	0.0	0.0	0.0
KRT3	0.0	0.0	0.0	0.0	0.0
KRT40	0.0	0.0	0.0	0.0	0.0
KRT4	0.0	0.0	0.0	0.0	0.0
KRT5	1.0261900000000002	10.2619	102.619	513.095	5130.950000000001
KRT6A	0.0	0.0	0.0	0.0	0.0
KRT6B	0.0	0.0	0.0	0.0	0.0
KRT6C	0.0	0.0	0.0	0.0	0.0
KRT71	0.0	0.0	0.0	0.0	0.0
KRT72	5.07658	50.7658	507.658	2538.29	25382.899999999998
KRT73	0.0	0.0	0.0	0.0	0.0
KRT74	0.0	0.0	0.0	0.0	0.0
KRT75	0.0	0.0	0.0	0.0	0.0
KRT76	0.0	0.0	0.0	0.0	0.0
KRT77	0.0	0.0	0.0	0.0	0.0
KRT78	0.0	0.0	0.0	0.0	0.0
KRT79	0.0	0.0	0.0	0.0	0.0
KRT7	0.0	0.0	0.0	0.0	0.0
KRT80	0.0	0.0	0.0	0.0	0.0
KRT81	0.0	0.0	0.0	0.0	0.0
KRT82	0.0	0.0	0.0	0.0	0.0
KRT83	0.0	0.0	0.0	0.0	0.0
KRT84	0.0	0.0	0.0	0.0	0.0
KRT85	0.0	0.0	0.0	0.0	0.0
KRT86	0.0	0.0	0.0	0.0	0.0
KRT8	0.0	0.0	0.0	0.0	0.0
KRT9	0.0	0.0	0.0	0.0	0.0
KRTAP1-1	0.0	0.0	0.0	0.0	0.0
KRTAP1-3	0.0	0.0	0.0	0.0	0.0
KRTAP1-5	0.0	0.0	0.0	0.0	0.0
KRTAP10-10	0.0	0.0	0.0	0.0	0.0
KRTAP10-11	0.0	0.0	0.0	0.0	0.0
KRTAP10-12	0.0	0.0	0.0	0.0	0.0
KRTAP10-1	0.0	0.0	0.0	0.0	0.0
KRTAP10-2	0.0	0.0	0.0	0.0	0.0
KRTAP10-3	0.0	0.0	0.0	0.0	0.0
KRTAP10-4	0.0	0.0	0.0	0.0	0.0
KRTAP10-5	0.0	0.0	0.0	0.0	0.0
KRTAP10-6	0.0	0.0	0.0	0.0	0.0
KRTAP10-7	0.0	0.0	0.0	0.0	0.0
KRTAP10-8	0.0	0.0	0.0	0.0	0.0
KRTAP10-9	0.0	0.0	0.0	0.0	0.0
KRTAP11-1	0.0	0.0	0.0	0.0	0.0
KRTAP12-1	0.0	0.0	0.0	0.0	0.0
KRTAP12-2	0.0	0.0	0.0	0.0	0.0
KRTAP12-3	0.0	0.0	0.0	0.0	0.0
KRTAP12-4	0.0	0.0	0.0	0.0	0.0
KRTAP13-1	0.0	0.0	0.0	0.0	0.0
KRTAP13-2	0.0	0.0	0.0	0.0	0.0
KRTAP13-3	0.0	0.0	0.0	0.0	0.0
KRTAP13-4	0.0	0.0	0.0	0.0	0.0
KRTAP15-1	0.0	0.0	0.0	0.0	0.0
KRTAP17-1	0.0	0.0	0.0	0.0	0.0
KRTAP19-1	0.0	0.0	0.0	0.0	0.0
KRTAP19-2	0.0	0.0	0.0	0.0	0.0
KRTAP19-3	0.0	0.0	0.0	0.0	0.0
KRTAP19-4	0.0	0.0	0.0	0.0	0.0
KRTAP19-5	0.0	0.0	0.0	0.0	0.0
KRTAP19-6	0.0	0.0	0.0	0.0	0.0
KRTAP19-7	0.0	0.0	0.0	0.0	0.0
KRTAP19-8	0.0	0.0	0.0	0.0	0.0
KRTAP2-1	0.0	0.0	0.0	0.0	0.0
KRTAP2-2	0.0	0.0	0.0	0.0	0.0
KRTAP2-4	0.0	0.0	0.0	0.0	0.0
KRTAP20-1	0.0	0.0	0.0	0.0	0.0
KRTAP20-2	0.0	0.0	0.0	0.0	0.0
KRTAP20-3	0.0	0.0	0.0	0.0	0.0
KRTAP21-1	0.0	0.0	0.0	0.0	0.0
KRTAP21-2	0.0	0.0	0.0	0.0	0.0
KRTAP22-1	0.0	0.0	0.0	0.0	0.0
KRTAP23-1	0.0	0.0	0.0	0.0	0.0
KRTAP24-1	0.0	0.0	0.0	0.0	0.0
KRTAP25-1	0.0	0.0	0.0	0.0	0.0
KRTAP26-1	0.0	0.0	0.0	0.0	0.0
KRTAP27-1	0.0	0.0	0.0	0.0	0.0
KRTAP3-1	0.0	0.0	0.0	0.0	0.0
KRTAP3-2	0.0	0.0	0.0	0.0	0.0
KRTAP3-3	0.0	0.0	0.0	0.0	0.0
KRTAP4-11	0.0	0.0	0.0	0.0	0.0
KRTAP4-12	0.0	0.0	0.0	0.0	0.0
KRTAP4-1	0.0	0.0	0.0	0.0	0.0
KRTAP4-2	0.0	0.0	0.0	0.0	0.0
KRTAP4-3	0.0	0.0	0.0	0.0	0.0
KRTAP4-4	0.0	0.0	0.0	0.0	0.0
KRTAP4-5	0.0	0.0	0.0	0.0	0.0
KRTAP4-7	0.0	0.0	0.0	0.0	0.0
KRTAP4-8	0.0	0.0	0.0	0.0	0.0
KRTAP4-9	0.0	0.0	0.0	0.0	0.0
KRTAP5-10	0.0	0.0	0.0	0.0	0.0
KRTAP5-11	0.0	0.0	0.0	0.0	0.0
KRTAP5-1	0.0	0.0	0.0	0.0	0.0
KRTAP5-2	0.0	0.0	0.0	0.0	0.0
KRTAP5-3	0.0	0.0	0.0	0.0	0.0
KRTAP5-4	0.0	0.0	0.0	0.0	0.0
KRTAP5-5	0.0	0.0	0.0	0.0	0.0
KRTAP5-6	0.0	0.0	0.0	0.0	0.0
KRTAP5-7	0.0	0.0	0.0	0.0	0.0
KRTAP5-8	0.0	0.0	0.0	0.0	0.0
KRTAP5-9	0.0	0.0	0.0	0.0	0.0
KRTAP6-1	0.0	0.0	0.0	0.0	0.0
KRTAP6-2	0.0	0.0	0.0	0.0	0.0
KRTAP6-3	0.0	0.0	0.0	0.0	0.0
KRTAP7-1	0.0	0.0	0.0	0.0	0.0
KRTAP8-1	0.0	0.0	0.0	0.0	0.0
KRTAP9-2	0.0	0.0	0.0	0.0	0.0
KRTAP9-4	0.0	0.0	0.0	0.0	0.0
KRTAP9-8	0.0	0.0	0.0	0.0	0.0
KRTAP9-9	0.0	0.0	0.0	0.0	0.0
KRTCAP2	24.83149	248.3149	2483.149	12415.744999999999	124157.45
KRTCAP3	3.1261774	31.261774	312.61773999999997	1563.0887	15630.886999999999
KRTDAP	0.0	0.0	0.0	0.0	0.0
KSR1	5.473573889999999	54.735738899999994	547.3573889999999	2736.786945	27367.86945
KSR2	0.0	0.0	0.0	0.0	0.0
POGLUT1	0.653553	6.5355300000000005	65.3553	326.7765	3267.7650000000003
KTI12	0.0	0.0	0.0	0.0	0.0
KTN1	3.5098300473081006	35.098300473081004	350.98300473081	1754.9150236540502	17549.150236540503
